country,year,Current account balance (% of GDP),Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),Energy use (kg of oil equivalent per capita),Exports of goods and services (% of GDP),GDP (current US$),GDP deflator (base year varies by country),GDP growth (annual %),GDP per capita growth (annual %),GNI per capita (constant 2015 US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)","Labor force participation rate, total (% of total population ages 15+) (national estimate)","Life expectancy at birth, total (years)",Poverty headcount ratio at national poverty lines (% of population),"Unemployment, total (% of total labor force) (national estimate)"
Canada,2017 [YR2017],-2.8034274767599,1.51860871671984,19.5336644361838,78.9477268470963,26.9885079767917,31.4544101509781,1649265644244.09,103.306426407978,3.03383490260789,1.80946446279282,44126.9857148922,33.6466506994867,1.59688412852977,66.047,81.8329268292683,26.9885079767917,6.426
Canada,2018 [YR2018],-2.38507161087906,1.48674576277562,19.5713080198757,78.9419462173487,26.9885079767917,32.3254037264858,1725329192783.02,105.012137614296,2.74296343112555,1.28092657904244,44588.4084754091,34.2744821243903,2.26822567248103,65.795,81.8439024390244,26.9885079767917,5.837
Canada,2019 [YR2019],-1.95170274818579,1.51047770677163,19.2511277447317,79.2383843111625,26.9885079767917,32.3526958202565,1743725183672.52,106.6356995625,1.9084319253883,0.42965758108582,44869.7481040623,33.8187894602395,1.94926902411593,66.053,82.2239024390244,26.9885079767917,5.69
Canada,2020 [YR2020],-2.01049352658992,1.55635277929941,19.2647202963475,79.1789215001603,26.9885079767917,29.4736472349344,1655684730000.19,107.777565582849,-5.03823344128351,-6.06240642959015,41926.7469573314,31.6831237283418,0.716999632307827,64.319,81.6604878048781,26.9885079767917,9.657
Canada,2021 [YR2021],0.0127774681160374,1.33770979897549,19.2657927519526,79.3964871109641,26.9885079767917,31.2163529553383,2007472181464.15,116.038570940455,5.28695689105889,4.70538205187351,45530.7172794196,31.2078114577635,3.39519318527528,65.39,81.5870731707317,26.9885079767917,7.527
Canada,2022 [YR2022],-0.352632019729745,1.28675798296313,19.1613479099063,79.5518941071305,26.9885079767917,33.8450475582139,2161483369422.01,124.919954205826,3.81986633913397,1.95567065895641,46889.0735579471,33.713848808281,6.80280115341613,65.437,81.2956097560976,26.9885079767917,5.28
Canada,2023 [YR2023],-0.619351402235425,26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917,33.5364080694516,2140085567791.45,126.92522153949,1.06599445256434,-1.85450959009675,45025.4184000044,33.9268307879761,3.87900159788426,65.614,26.9885079767917,26.9885079767917,5.415
China,2000 [YR2000],1.69386988017616,50.0006885569454,22.499827550444,27.4994782504355,898.987313140273,20.8937072970152,1211331651866.09,52.2042451277459,8.49009340597647,7.63859767625573,2169.85882130482,18.5173265977927,0.347811226864587,74.19,71.881,49.8,3.707
China,2001 [YR2001],1.29916293453359,49.9999962065907,22.2999611515552,27.7000427823507,928.811433738255,20.3120672163131,1339400897105.11,53.2728918443138,8.33573347817196,7.55165483158112,2328.4097536982,18.2151431095102,0.719125609120114,76.46,72.606,26.9885079767917,3.6
China,2002 [YR2002],2.40874595185226,50.0000009774275,21.4001068842122,28.5998922779928,984.810714620431,22.6446280318572,1470557654799.95,53.5936474350656,9.13363078966614,8.40487997488042,2533.71519550336,20.1025535241355,-0.731970902350244,75.66,72.985,26.9885079767917,4.0
China,2003 [YR2003],2.59303061888478,49.0994891607196,21.6000336334076,29.3004791477554,1118.43177274138,26.9808771440351,1660280543846.79,54.9887853239059,10.0380304810393,9.35477664383941,2781.11961869117,24.823342431058,1.12760348729637,74.99,73.371,26.9885079767917,4.3
China,2004 [YR2004],3.52576646717465,46.9002456144917,22.4994640619197,30.6002903235885,1268.13290434581,31.0613413354744,1955346768721.39,58.8116016549202,10.1136213776263,9.46155877008179,3054.34592947819,28.4441900782872,3.82463743108159,74.24,73.748,26.9885079767917,4.2
China,2005 [YR2005],5.79093366365202,44.8001874227394,23.8000169862534,31.3997879745851,1393.69132405731,33.8299277499811,2285961149879.85,61.1074561840783,11.3945918098927,10.741375126566,3367.49777237418,28.3780941733798,1.77641407667571,74.24,74.111,30.2,4.2
China,2006 [YR2006],8.4241658861336,42.6004922237944,25.1993971424806,32.2001126575917,1515.1736777471,36.0351972896127,2752118657184.02,63.5068706360504,12.7209556654032,12.0933046941309,3793.99236641188,28.443993910527,1.6494309945586,73.73,74.504,26.9885079767917,4.1
China,2007 [YR2007],9.9478892326235,40.8000389804219,26.7999678401847,32.3999951946215,1630.17102857988,35.4349475808459,3550327802998.4,68.4284540118842,14.2308609331955,13.6358205007554,4329.26192335984,26.758677504511,4.81676767378834,73.18,74.762,26.9885079767917,4.0
China,2008 [YR2008],9.15406370401769,39.6000694870813,27.1998185748046,33.2001101903835,1672.90411994066,32.6025028811442,,73.7626887898676,9.65067891939361,9.09028010137361,4741.55554962926,25.0098393603326,5.92525137041092,72.83,74.872,26.9885079767917,4.2
China,2009 [YR2009],4.76815553888908,38.0998885029845,27.8001237414816,34.0999876210089,1778.43351862146,24.7499139061781,,73.6081313487489,9.39872563259674,8.8559476757714,5120.60848797824,20.4350623010131,-0.728165250932898,72.46,75.343,26.9885079767917,4.3
China,2010 [YR2010],3.9067339999217,36.7006111093691,28.6998252249055,34.5995635314587,1954.72255616896,27.1853327203842,,78.6733867642347,10.6358710644913,10.1028326225249,5622.61560116515,23.5317449423648,3.17532475269199,70.96,75.599,17.2,4.1
China,2011 [YR2011],1.80223714352334,34.7997894694957,29.5001335210074,35.7000770094969,2085.08302163141,26.5681893450902,,85.0268012388491,9.55083217877568,8.95381604174548,6094.51220438989,24.1727152413104,5.55389892257493,70.84,75.903,12.7,4.1
China,2012 [YR2012],2.52446164533542,33.6005909901178,30.2995940788004,36.0998167976178,2149.60256906343,25.4925222244964,,87.0089609734799,7.86373644862111,7.13452377743971,6576.64536860593,22.7750001428849,2.61952432645541,70.7,76.192,10.2,4.1
China,2013 [YR2013],1.54855438304032,31.4002868754097,30.0999024063236,38.4998145838115,2204.24329905226,24.5992544368742,,88.8912867556837,7.76615009773009,7.05073413400802,6998.9330916934,22.1451211404376,2.62105001748115,70.68,76.452,8.5,4.05
China,2014 [YR2014],2.25329351831007,29.500474193701,29.9004565977788,40.5990730691435,2224.35489845903,23.5100609073857,,89.8078125350432,7.42576365632412,6.75076031581014,7543.08233504224,21.3951550469505,1.92164162788521,70.63,76.717,7.2,4.1
China,2015 [YR2015],2.64901137604426,28.3004753141259,29.2998153775056,42.3997132983601,26.9885079767917,21.3540798828321,,89.8051685089376,7.04132887873656,6.42073647731185,7978.19381470372,18.1100894524298,1.43702380935655,70.69,76.977,5.7,26.9885079767917
China,2016 [YR2016],1.70330002824602,27.4221230236236,29.695781681681,42.8820952946953,26.9885079767917,19.5843800536022,,91.0690379802766,6.84876220495761,6.23821544767785,8474.11364237243,17.3100349634042,2.00000182191943,70.89,77.218,4.5,26.9885079767917
China,2017 [YR2017],1.53264496925769,26.6835804483833,30.1023006345584,43.2141189170583,26.9885079767917,19.692276988259,,94.9237007358773,6.94720079331685,6.30186310056631,9041.92931692823,17.9401362522361,1.59313600071436,26.9885079767917,77.248,3.1,3.9
China,2018 [YR2018],0.173667284672295,25.7514934590457,30.5704554818329,43.6780509258588,26.9885079767917,19.1121035363786,,98.2457907080735,6.7497738324959,6.25170055571749,9577.29384569109,18.4536805657007,2.07479039965576,26.9885079767917,77.744,1.7,4.93
China,2019 [YR2019],0.720658984389148,24.7219872966379,31.0257154660919,44.2522972372702,26.9885079767917,18.4099923155274,,99.5099196976254,5.95050075367413,5.57531686294317,10127.9109768092,17.4801037187339,2.89923416358227,26.9885079767917,77.968,0.6,5.15
China,2020 [YR2020],1.69417196526513,23.5998587307763,31.5926812875811,44.8074599816426,26.9885079767917,18.5861391981183,,100.0,2.23863835634639,1.99555804192106,10276.0875507478,16.1681565014309,2.41942189457782,26.9885079767917,78.077,0.0,5.61
China,2021 [YR2021],1.98022814428178,23.1645049199553,32.0757166294949,44.7597881579818,26.9885079767917,19.9439738306996,,104.552326578976,8.44846941687277,8.35171995394172,11145.973617223,17.3580170349261,0.981015135544882,26.9885079767917,78.211,26.9885079767917,5.11
China,2022 [YR2022],2.47947448820312,22.5711174313979,32.1520079690103,45.276874466274,26.9885079767917,20.7914822486501,,106.419319191587,2.98908408613474,3.00257602626677,11489.3466916423,17.5599983266441,1.97357555739051,26.9885079767917,78.587,26.9885079767917,26.9885079767917
China,2023 [YR2023],1.42169357029657,26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917,19.7430734935221,,105.849369548206,5.19999999987174,5.30924853429752,26.9885079767917,17.5737000795763,0.234836828893051,26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917
European Union,2000 [YR2000],26.9885079767917,8.94923173691716,30.0309642143404,61.019804615659,3428.55066126642,35.6908888630653,,26.9885079767917,3.90052515626455,3.77620872178588,26107.5495969367,34.9139823511736,3.15076707022592,56.5336494020677,77.0753168840645,26.9885079767917,9.8266815773798
European Union,2001 [YR2001],26.9885079767917,8.65553406067414,29.8177681870481,61.5267010672155,3515.27301030862,35.6997776920238,,26.9885079767917,2.1759096012488,2.04098900774528,26626.6785446329,34.2522578779564,3.37396832213867,56.4415299499446,77.4229501748974,26.9885079767917,9.20605763318713
European Union,2002 [YR2002],26.9885079767917,7.92566502417094,29.5208972779596,62.5534343865982,3512.65415879341,35.1007762935273,,26.9885079767917,1.11075207204298,0.878916483413875,26872.6245189195,32.7753471369409,2.42443661219697,56.4173671942107,77.531003298642,26.9885079767917,9.55537682610182
European Union,2003 [YR2003],26.9885079767917,7.69582875125843,28.9724244802959,63.3317451123656,3576.33505036285,34.3460706935422,,26.9885079767917,0.908252360866641,0.549672108626737,27082.2696691487,32.4515253817489,2.09199838997655,56.5353060250135,77.5893359969316,26.9885079767917,9.66410695459242
European Union,2004 [YR2004],26.9885079767917,7.09005391159057,28.8909711862123,64.0189781349704,3607.52319213769,35.9870992428902,,26.9885079767917,2.59250680958249,2.20840220170595,27716.3303763917,33.8968260216089,2.28621706801675,56.5037151322749,78.1144998957159,26.9885079767917,9.88391457729095
European Union,2005 [YR2005],26.9885079767917,6.89735216333458,28.4676344898717,64.6350165821017,3605.71626022385,37.4445965610165,,26.9885079767917,1.92474300907963,1.56429335984529,28111.0355132444,35.8712827516859,2.48769665164088,56.7901253252532,78.2714286678124,26.9885079767917,9.64752792961545
European Union,2006 [YR2006],26.9885079767917,6.56383517472859,28.3984962043081,65.0376681059364,3618.41865972246,39.6294236502535,,26.9885079767917,3.49444551574788,3.15946954292782,28947.9900720102,38.41755203362,2.66631494577069,57.0952569795478,78.668010036854,26.9885079767917,8.69838469688958
European Union,2007 [YR2007],26.9885079767917,6.22510978207189,28.4261363690939,65.3487548632987,3554.78684297568,40.7184791880142,,26.9885079767917,3.15612152498106,2.8104802091479,29720.9913748923,39.4634491498303,2.5106656524034,57.2515416106268,78.9018190892451,26.9885079767917,7.51221842054483
European Union,2008 [YR2008],26.9885079767917,5.7533406420508,28.1438909281858,66.1027674135118,3533.71159357167,41.1012898560001,,26.9885079767917,0.641259951664836,0.31909674840395,29581.8666879806,40.2468136830055,4.16497193524764,57.5407382450071,79.1252964098769,26.9885079767917,7.24765077838854
European Union,2009 [YR2009],26.9885079767917,5.75110458236213,26.9456709122878,67.3032213826694,3321.21472546049,36.2746961671631,,26.9885079767917,-4.34869986052647,-4.57480820411089,28635.5289074231,34.6142632925067,0.839262246793887,57.5634884226353,79.3576360232168,26.9885079767917,9.20478090740566
European Union,2010 [YR2010],26.9885079767917,5.79988954755252,26.1630295918254,68.0370819030158,3447.8663371065,40.3183953373401,,26.9885079767917,2.22511838510061,2.08203784804446,29103.9935180468,38.7264253003485,1.53112270420926,57.6518681590164,79.6300337124674,26.9885079767917,9.87129365720187
European Union,2011 [YR2011],26.9885079767917,5.58507202135953,25.9785605170555,68.4363669288417,3335.42028419278,43.1929587678965,,26.9885079767917,1.9009568406489,2.08194797761135,29502.510541615,41.5096977745263,3.28944939564211,57.6782407163113,80.1387421492485,26.9885079767917,9.92630492165043
European Union,2012 [YR2012],26.9885079767917,5.5604489224242,25.569425192159,68.8701248288851,3288.06897418504,44.7810253108261,,26.9885079767917,-0.701866418422895,-0.848127963769173,29247.011046023,41.9120611390865,2.66284165508021,57.9740798766525,80.1576594861261,26.9885079767917,10.8696150949084
European Union,2013 [YR2013],26.9885079767917,5.41178933104439,25.1427226643656,69.4454859088035,3242.44349230815,44.9668713546772,,26.9885079767917,-0.082642393429694,-0.325675571799337,29272.8796541663,41.4613935482286,1.21999342274306,58.008479321308,80.4647937689601,26.9885079767917,11.3411267168737
European Union,2014 [YR2014],26.9885079767917,5.26180477733043,25.0525164230688,69.6856783091322,3123.42174603684,45.6636288991203,,26.9885079767917,1.60065250159793,1.34752245111123,29732.4567717607,41.9051852284653,0.19934382657075,58.0700328965542,80.8719823965856,26.9885079767917,10.8224965291116
European Union,2015 [YR2015],26.9885079767917,5.05626807283571,24.9472148113381,69.9965150452415,3278.35207782641,47.0487691983483,,26.9885079767917,2.30937774489288,2.0864541596185,30457.7927046918,42.6939336454422,-0.0616446800641672,58.0424132479137,80.5684394242096,26.9885079767917,10.0220574422664
European Union,2016 [YR2016],26.9885079767917,4.78343181420621,24.9540635255395,70.2625041588652,26.9885079767917,46.6442844119344,,26.9885079767917,1.97230777572166,1.75592613796699,31168.0561923024,42.2915489737306,0.18333486112386,58.2474082052307,80.9512974807302,26.9885079767917,9.10501764057048
European Union,2017 [YR2017],26.9885079767917,4.66113295251057,25.0430402714473,70.2958212189722,26.9885079767917,48.2876705461831,,26.9885079767917,2.84476536928575,2.68348297478664,31917.3766559097,44.0432606247142,1.42910743319306,58.4640772431447,80.9282086468659,26.9885079767917,8.13035427979522
European Union,2018 [YR2018],26.9885079767917,4.48702164532083,25.0475173392145,70.4654620468148,26.9885079767917,49.1176351626429,,26.9885079767917,2.06690196954229,1.88744779043155,32514.2578579177,45.3030952023955,1.7386086198818,58.5407761981331,81.0287289990803,26.9885079767917,7.25539677603303
European Union,2019 [YR2019],26.9885079767917,4.33854189472055,24.9876508627061,70.6738077543659,26.9885079767917,49.4016501432035,,26.9885079767917,1.80531197138112,1.72200231163248,33112.8254772059,45.9197684333108,1.63052260754344,58.6970870565118,81.3148579639404,26.9885079767917,6.68360282416636
European Union,2020 [YR2020],26.9885079767917,4.31517439884311,24.9541618406436,70.730666252695,26.9885079767917,46.4625124623014,,26.9885079767917,-5.65285689951504,-5.72137386870494,31246.050251126,42.8131927880996,0.476498852725066,57.8260158147519,80.4508691329259,26.9885079767917,7.05057194307701
European Union,2021 [YR2021],26.9885079767917,4.1338007546034,24.7651686658699,71.1010265941925,26.9885079767917,50.5167428615299,,26.9885079767917,6.00872929242561,6.13063155384567,33174.6829085039,46.7136966902692,2.55450699642041,58.2149233721582,80.3166132259756,26.9885079767917,7.022267257376
European Union,2022 [YR2022],26.9885079767917,3.98807858369947,24.5138208717632,71.4980996335334,26.9885079767917,56.2882555878649,,26.9885079767917,3.47865373531921,3.43413740607923,33525.0909851644,54.4860264150151,8.83369886749452,58.8031025403466,80.8026211073853,26.9885079767917,6.1481349940818
European Union,2023 [YR2023],26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917,52.690606992986,,26.9885079767917,0.450652377532009,-0.0200768893701309,26.9885079767917,48.9592172917886,6.29942487419125,57.9641997607255,26.9885079767917,26.9885079767917,6.02362905599137
France,2000 [YR2000],1.18077857733456,4.14289723126155,26.2749635960844,69.5821350909256,4134.87457868652,28.5949742490286,1365639660792.16,80.1617132210675,3.92366922704063,3.21238484755931,33875.607613734,27.2662714690058,1.67595988720927,55.701,79.0560975609756,26.9885079767917,10.218
France,2001 [YR2001],1.5218142190844,4.07014679512181,26.0339358314032,69.8959173734749,4245.31594859472,28.2658952021844,1377657339291.34,81.7716283112791,1.98372141863292,1.24252728979701,34387.5767114931,26.6934728903914,1.63478079549601,55.499,79.1585365853659,26.9885079767917,8.61
France,2002 [YR2002],1.175629306184,4.13128978526024,25.3971232331946,70.4715830229605,4224.71831590388,27.5310502579308,1501409382971.38,83.4621960041358,1.13553148214601,0.401189128588285,34403.8735703911,25.5409745004028,1.9234122872706,55.714,79.2609756097561,26.9885079767917,8.702
France,2003 [YR2003],0.866601323987478,4.25404062239679,24.1373239239231,71.608631587583,4270.12047004536,26.1119689746398,1844544792036.86,85.0140655724725,0.823160756684118,0.109402978570955,34518.0203486434,24.6858645485955,2.09847219146923,56.406,79.1146341463415,26.9885079767917,8.307
France,2004 [YR2004],0.432452993011335,3.87372024626564,24.2477840175591,71.878499610372,4300.95453963759,26.4688363216607,2119633181634.37,86.3935679351147,2.82975292869891,2.07662490819244,35167.3469200677,25.4561715567725,2.14208964640241,56.254,80.1634146341463,26.9885079767917,8.914
France,2005 [YR2005],-0.00649497362518162,3.59552058839304,23.6567978769922,72.7476815346147,4286.54380286127,27.0330510418171,2196945232435.8,88.066442374406,1.66321998030079,0.903680386720666,35470.4743268453,26.947655734595,1.74586936380482,55.949,80.1634146341463,26.9885079767917,8.882
France,2006 [YR2006],0.0221640824996735,3.67409028621088,23.7089554489952,72.6169465891312,4188.38999858883,27.9350550901956,2320536221304.7,89.9645625294249,2.44932360111885,1.74108525754491,36036.5556856146,28.16836935943,1.67512449608723,55.88,80.8121951219512,26.9885079767917,8.833
France,2007 [YR2007],-0.327690864015585,3.42680838382865,23.1973052447754,73.3758826025497,4115.17303880712,27.853257510199,2660591246211.77,92.2646298358364,2.42473624337305,1.79523636713417,36800.3788256151,28.5674990728149,1.4879980595386,55.982,81.1121951219512,26.9885079767917,8.009
France,2008 [YR2008],-0.961095349295913,2.75954063870578,23.2664993992765,73.9739599620177,4110.28480159335,28.1193848563025,2930303780828.12,94.4486017526563,0.254945960124033,-0.302483826449361,36685.68546618,29.2776980294924,2.81286194914787,56.07,81.2146341463415,26.9885079767917,7.386
France,2009 [YR2009],-0.818234234576086,2.94919344613527,22.6822571480547,74.3685456612067,3913.22547171705,24.8355472102672,2700887366932.03,94.5115304721682,-2.87331382849632,-3.37039728344887,35750.7169867045,25.6269036398058,0.0876204781574552,56.332,81.4146341463415,26.9885079767917,9.122
France,2010 [YR2010],-0.832873473249658,2.91628929520462,22.2786772420348,74.8050259900583,4016.65844104869,26.7882998402738,2645187882116.67,95.5225179283584,1.94943762312663,1.44824526229692,36131.3076054675,28.0794912416196,1.53112270420926,56.25,81.6634146341463,26.9885079767917,9.279
France,2011 [YR2011],-1.02991205960483,2.92935585936807,22.185907658811,74.8847364818209,3846.92831380676,28.4213374764194,2865157541994.17,96.4280334046036,2.19270063266654,1.70061040175906,36598.4382962828,30.369238945981,2.11159795174994,56.029,82.1146341463415,26.9885079767917,9.228
France,2012 [YR2012],-1.22500462637385,2.93520140574329,21.7779944966183,75.2868040976384,3836.51454778271,29.2030271868495,2683671716967.19,97.5483584343082,0.313134751077172,-0.171161336111382,36332.3503581177,30.499031981938,1.9541953161351,56.263,81.9682926829268,26.9885079767917,9.841
France,2013 [YR2013],-0.867134237021947,3.07468625152551,21.3053214172326,75.6199923312419,3833.32493210955,29.3647378670492,2811876903329.03,98.3073827294079,0.576326674771792,0.0581495050462166,36504.1914958954,30.3993172078638,0.863715497861805,56.432,82.219512195122,26.9885079767917,9.913
France,2014 [YR2014],-1.30794679968549,2.84532893990899,20.5331926303832,76.6214895785188,3659.08779468449,29.666684498073,2855964488590.19,98.8745615046704,0.956183052371557,0.484564448270447,36800.9458704122,30.8121120215465,0.50775882293799,56.098,82.719512195122,26.9885079767917,10.273
France,2015 [YR2015],-0.374322697110554,2.74492924811886,20.3760385771877,76.8790321746934,3692.01783331053,30.5926223781313,2439188643162.5,100.0,1.1129123405747,0.754024352327519,37444.4731888861,31.1590715564548,0.0375143805125182,56.06,82.3219512195122,26.9885079767917,10.354
France,2016 [YR2016],-0.49354448927693,2.87190030699713,20.2938086171976,76.8342910758053,26.9885079767917,30.2475371833945,2472964344587.17,100.5225593434,1.09546440372048,0.829056664516742,37858.7930890509,30.852605198715,0.18333486112386,55.933,82.5731707317073,26.9885079767917,10.057
France,2017 [YR2017],-0.692772372570489,2.60567145894032,20.4110167522658,76.9833007954354,26.9885079767917,30.9486331871,2595151045197.65,101.046862157429,2.29141999417021,1.99499844733441,38509.4128462796,32.0132141063066,1.03228275064662,55.638,82.5756097560976,26.9885079767917,9.41
France,2018 [YR2018],-0.873698957960507,2.4966501907483,20.232669694062,77.2706910245476,26.9885079767917,31.7136672102555,2790956878746.66,102.049473947308,1.86506607081999,1.50053912327405,38965.0142582479,32.7242853866575,1.85081508315502,55.624,82.6756097560976,26.9885079767917,9.018
France,2019 [YR2019],0.502007569171951,2.51529636718206,20.3920053768982,77.0927091209743,26.9885079767917,31.5920554143668,2728870246705.88,103.354270506569,1.84297181445896,1.49589898756051,39592.1829550238,32.549417775836,1.10825492288294,55.272,82.8268292682927,13.8,8.415
France,2020 [YR2020],-1.56307363875374,2.35004534001808,19.9647807948922,77.6851702221508,26.9885079767917,27.3277355735877,2647418691598.45,106.289403831731,-7.54045916249407,-7.7910085087493,36140.3237218443,29.4544212005012,0.476498852725066,54.535,82.1756097560976,26.9885079767917,8.01
France,2021 [YR2021],0.333455742485785,2.49128584996193,19.3922342737335,78.1164727966661,26.9885079767917,30.0349943527843,2959355819170.5,107.802909958624,6.43520962104938,6.13176131597774,38853.5549879338,31.9173196467952,1.64233141038385,55.888,82.3243902439024,15.6,7.874
France,2022 [YR2022],-2.03921625003836,2.58752314237412,19.2561002968825,78.1563765607434,26.9885079767917,34.686399716266,2779092236505.85,110.980095571002,2.45475817660707,2.14273164932905,38963.7608552519,38.5634528845527,5.22236748369735,56.177,82.2292682926829,26.9885079767917,7.308
France,2023 [YR2023],-0.75197330782564,26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917,32.6794263493989,3030904089607.9,117.053296301731,0.703718546620237,0.409870599065499,26.9885079767917,34.8976847062181,4.87835726508441,56.317,26.9885079767917,26.9885079767917,7.335
Germany,2000 [YR2000],-1.7404661031122,2.63752420510373,33.5310715100162,63.8314042848801,4094.0603595302,30.8477115722895,1947981991011.77,82.5278824635228,2.91250296366708,2.77322125091402,34142.8465087496,30.678349430323,1.44026838719741,57.458,77.9268292682927,26.9885079767917,7.917
Germany,2001 [YR2001],-0.364863756166508,2.61599128687915,32.781554702761,64.6024540103599,4209.79608663882,31.8447071170151,1945790973803.15,83.6048671290675,1.68146848097079,1.5105582606794,34609.0514076703,30.2181317720272,1.98385731334471,57.479,78.3292682926829,26.9885079767917,7.773
Germany,2002 [YR2002],1.91103265835049,2.48709621334854,32.3668159555046,65.1460850683635,4108.40129887204,32.5925791130602,2078484517474.51,84.7570473931756,-0.197973834771361,-0.365628327264105,34531.6357611422,28.3423107018725,1.42080615551526,57.272,78.2292682926829,26.9885079767917,8.482
Germany,2003 [YR2003],1.43846913459741,2.42462617205749,31.3777430341038,66.1976307938388,4084.50334562012,32.8117129460067,2501640388482.35,85.8769028684494,-0.700116686114356,-0.755077166602604,34457.0433161758,29.0376067680426,1.03422218628562,57.317,78.3804878048781,26.9885079767917,9.779
Germany,2004 [YR2004],4.53055764563467,2.35515500435497,31.2532041613568,66.3916408342883,4114.38992751247,35.713363859767,2814353869359.08,86.8349420472366,1.17508813160987,1.1970553521185,35434.7816556567,30.5128352456553,1.66573696655992,56.872,78.6804878048781,26.9885079767917,10.727
Germany,2005 [YR2005],4.67487148183906,2.37341299771191,29.8404843175238,67.7861026847643,4086.50340728713,38.0595723481521,2846864211175.1,87.1868035990211,0.731707163554191,0.788917115869921,35591.6018413437,32.8591405884692,1.54691114751328,58.413,78.9317073170732,26.9885079767917,11.193
Germany,2006 [YR2006],5.79311003542774,2.26795908739699,29.6524846636315,68.0795589608292,4204.65468948158,41.4329079108458,2994703642023.53,87.5331803392743,3.816441912988,3.9336103307084,37082.9897081375,36.0168212387006,1.57742642840563,59.2,79.1317073170732,26.9885079767917,10.277
Germany,2007 [YR2007],6.88284344098742,2.25852668639427,29.8965091938161,67.8449614695837,3985.81195485319,43.3227580964574,3425578382921.58,89.0827567780037,2.97645513131597,3.11424588261349,38193.3194107499,36.5516592986738,2.29834400700951,59.178,79.5341463414634,26.9885079767917,8.732
Germany,2008 [YR2008],5.69385837100298,1.78449337938675,29.3432224386265,68.8722841819868,4036.83078099396,43.7991902579629,3745264093617.19,89.8928133864109,0.95987913356484,1.1520297421751,38184.8800260222,37.7256144732553,2.62837981637219,59.37,79.7365853658537,26.9885079767917,7.508
Germany,2009 [YR2009],5.89620327507654,1.68237970672288,28.7963872213134,69.5212304695622,3790.50115157318,38.1199069398503,3411261212652.34,91.5485415991253,-5.69383633640285,-5.45457716940945,37078.8182056285,33.1088059597748,0.312739007368447,59.652,79.8365853658537,26.9885079767917,7.88
Germany,2010 [YR2010],5.77032561821036,1.64715967121532,28.3099996449354,70.0428509905143,3997.07942080976,42.565473405085,3399667820000.01,92.1392821568798,4.17988249873657,4.33960677706354,38297.9556650387,37.3031508345032,1.1038103778926,59.328,79.9878048780488,26.9885079767917,7.043
Germany,2011 [YR2011],6.18704186665798,1.64437977040806,28.2359766349644,70.1196435946276,3869.81622904859,45.0571362806101,3749314991050.59,93.1246968026293,3.92519270463411,5.86963573749217,40354.6841865003,40.148984986412,2.07517283735874,60.139,80.4365853658537,26.9885079767917,5.967
Germany,2012 [YR2012],7.13185814001801,1.56060771940157,28.1932394643445,70.246152816254,3876.94810409338,46.3071201430804,3527143188785.16,94.5182974955142,0.418497594217598,0.230160992711959,40367.1535081305,40.2069347359679,2.00848884782956,60.075,80.5390243902439,26.9885079767917,5.372
Germany,2013 [YR2013],6.57196399679291,1.44623947429666,27.7784413950409,70.7753092586701,3939.52956270835,45.4186778593914,3733804649549.03,96.3702811555776,0.437591303144671,0.163870562978019,40520.9849482323,39.6601988368577,1.50472330251876,60.369,80.490243902439,26.9885079767917,5.316
Germany,2014 [YR2014],7.18487262809067,1.42827209108463,28.0524446283012,70.519273472013,3779.46192078536,45.6192633128717,3889093051023.52,98.1800570725683,2.20954343134872,1.7843418861469,41289.5591853681,39.0008300796262,0.906794000434246,60.436,81.090243902439,26.9885079767917,4.98
Germany,2015 [YR2015],8.57954112280744,1.39399470572749,27.6900882247481,70.9159097313842,3817.54941455461,46.920738356608,3357585719351.56,100.0,1.49193152760772,0.617105353219898,42039.9501801799,39.3254862566007,0.514426137125456,60.215,80.6414634146341,26.9885079767917,4.612
Germany,2016 [YR2016],8.61588144190826,1.30827844690257,27.3817167187336,71.310002439929,26.9885079767917,46.0732628543356,3469853463945.53,101.327752222695,2.22999986782015,1.40810207548923,42965.4596241677,38.6963831131131,0.491747008445174,61.028,80.990243902439,26.9885079767917,4.104
Germany,2017 [YR2017],7.8479532810537,1.27662149309967,27.4052348471393,71.318143659761,26.9885079767917,47.1630406836519,3690849152517.65,102.851457139699,2.68023111405891,2.29720604740949,43759.6505247941,40.0741622693716,1.50949485109628,61.242,80.9926829268293,26.9885079767917,3.781
Germany,2018 [YR2018],7.97314517814193,1.24953993817278,27.3399848303874,71.4104752314398,26.9885079767917,47.3088591421652,3974443355019.6,104.916192367562,0.981232606004738,0.678212594110718,44302.965105823,41.2110119003402,1.73216879766942,61.264,80.8926829268293,26.9885079767917,3.384
Germany,2019 [YR2019],8.1737650367032,1.20414876282371,27.1821248997843,71.613726337392,26.9885079767917,47.1275808768289,3889177589254.9,107.151231510039,1.07547163576423,0.847783197111852,44936.3549584868,41.1908085811906,1.44565976888253,61.966,81.2926829268293,16.1,3.163
